city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1991,17,,0.18845,0.1883143,0.2249429,32.72,298.0742857,298.2357143,294.0285714,299.6,296.7,19.7,78.44714286,32.72,15.46142857,2.3,26.52857143,8.014285714,32.8,21.7,3.5,16
sj,1991,18,0.2091667,0.160575,0.1761714,0.1761714,0,298.8314286,299.0714286,294.97,301,297.1,8.38,79.36,0,16.31428571,2.8,27.31428571,7.714285714,32.2,22.8,2.8,17
sj,1991,19,0.11595,0.180175,0.1063857,0.1111857,35.38,298.6385714,298.7214286,294.8128571,300.9,297.2,20.6,79.54142857,35.38,16.18571429,2.414285714,26.92857143,6.928571429,31.7,22.8,40.2,12
sj,1991,20,,0.10455,0.15115,0.0964,4.16,298.3257143,298.4071429,294.6185714,300.1,296.6,35.37,80.06714286,4.16,15.97428571,2.5,26.52857143,6.585714286,30.6,22.8,32.8,17
sj,1991,21,0.0669,0.1335667,0.09711667,0.1356,51.16,298.5842857,298.4571429,295.1242857,300.4,297,59.3,81.30142857,51.16,16.50142857,1.857142857,27.38571429,6.7,31.7,22.8,3.6,10
sj,1991,22,0.1401,0.1594667,0.2143167,0.2571,55.37,298.8085714,298.8857143,295.2742857,301.1,297.3,43.4,81.08857143,55.37,16.64571429,2.142857143,27.94285714,7.014285714,33.3,23.3,5.6,15
sj,1991,23,0.08585,0.087,0.1196,0.1659286,8.08,299.5185714,299.75,294.9257143,301.6,297.4,5,76.07428571,8.08,16.32428571,2.871428571,28.07142857,7.5,33.3,23.3,20.6,19
sj,1991,24,0.1091,0.1564667,0.1734286,0.1739714,6.09,299.8914286,300.0714286,295.4928571,301.8,298.4,5.82,77.03571429,6.09,16.88285714,2.4,28.22857143,7.971428571,33.9,23.9,9.4,21
sj,1991,25,0.0596,0.09235,0.1301286,0.1306429,44.25,299.7757143,299.9714286,296.3,301.9,298.4,17,81.42142857,44.25,17.70428571,2.171428571,28.92857143,7.142857143,33.9,25,3.3,14
sj,1991,26,0.07965,0.122,0.1851143,0.1582429,73.76,299.41,299.4785714,296.2285714,302.5,297.7,37.8,82.74571429,73.76,17.62857143,2.042857143,27.91428571,7.4,32.8,22.8,12.4,18
sj,1991,27,,0.1779333,0.2015286,0.1981571,26.7,299.3714286,299.3857143,295.9457143,302.4,297.4,51.99,81.69428571,26.7,17.35285714,2.142857143,28.37142857,6.6,32.8,23.9,24.7,13
sj,1991,28,0.0969,,0.13805,0.1679167,6.13,300.0014286,300.1714286,295.7914286,302.1,297.9,18.7,77.87714286,6.13,17.15142857,2.428571429,28.41428571,6.671428571,32.8,24.4,4.6,14
sj,1991,29,,0.07733333,0.09982857,0.1166429,29.67,300.2342857,300.3428571,296.0814286,302.2,298.6,23.6,78.24142857,29.67,17.47285714,2.428571429,28.8,6.914285714,33.9,23.9,12.2,18
sj,1991,30,0.0801,0.00805,0.1380333,0.1290667,56.58,299.8085714,299.9785714,296.3328571,302.1,298.2,27.4,81.48285714,56.58,17.73428571,2.242857143,28,5.885714286,32.8,24.4,43.1,23
sj,1991,31,,,0.1906429,0.1593286,48.41,299.8528571,299.9642857,296.4785714,302,298.3,34.39,81.89714286,48.41,17.87857143,2.3,28.57142857,6.342857143,33.3,25,18,25
sj,1991,32,0.07315,0.1124,0.1925857,0.2093571,13.29,299.8314286,299.8642857,296.4685714,301.8,298.1,31.5,81.96,13.29,17.89571429,2.242857143,28.5,6.514285714,32.8,24.4,12.5,62
sj,1991,33,0.0593,,0.1551,0.1567,0,300.42,300.65,296.4842857,302.8,298.7,20.4,79.19714286,0,17.91142857,2.185714286,29.42857143,5.471428571,33.3,25.6,3.3,60
sj,1991,34,0.0569,0.09814,0.1285143,0.1437286,51.88,300.3114286,300.3857143,296.5814286,302.6,298.3,25.47,80.25571429,51.88,18.01142857,2.4,29.27142857,7.514285714,34.4,24.4,1.5,76
sj,1991,35,0.0693,0.05705,0.22504,0.1864,55.2,300.1171429,300.2,296.67,302.3,298.6,23.8,81.59428571,55.2,18.09142857,2.371428571,28.15714286,7,32.2,23.9,10.7,66
sj,1991,36,0.10805,0.091675,0.1398,0.1624143,65.9,300.1057143,300.15,296.7985714,302.3,298.4,42.33,82.31,65.9,18.26285714,2.128571429,28.94285714,7.542857143,34.4,24.4,27.2,64
sj,1991,37,0.10475,0.1598333,0.11208,0.1446429,33.56,300.54,300.6357143,296.4514286,302.8,298.7,11.4,78.62714286,33.56,17.89571429,3.042857143,28.97142857,7.7,33.9,23.3,61,68
sj,1991,38,0.1098,0.1527333,0.1685714,0.1688714,29.53,300.5271429,300.6,296.9014286,303,298.8,28.8,80.87714286,29.53,18.4,2.457142857,28.91428571,6.8,33.3,24.4,7.9,89
sj,1991,39,0.1676,0.1489,0.1714286,0.2181429,73.55,300.06,300.05,296.59,302.4,298.2,77.5,81.42428571,73.55,18.04428571,2.071428571,28.14285714,6.685714286,32.8,24.4,31.8,92
sj,1991,40,0.1291,0.16672,0.177,0.1955571,31.68,299.65,299.6928571,296.3971429,301.6,298.3,60,82.48571429,31.68,17.85,2.042857143,27.74285714,6.914285714,32.8,23.3,26.5,140
sj,1991,41,0.093,0.093,0.1450833,0.1681667,32.1,299.5628571,299.6714286,295.8871429,302,297.6,55.1,80.51571429,32.1,17.34428571,2.257142857,27.65714286,6.614285714,31.7,22.8,8.3,116
sj,1991,42,0.0137,0.12886,0.1090429,0.1070286,3.29,299.8971429,299.9214286,296.0185714,302,298.1,31.19,79.38285714,3.29,17.43142857,2.3,28.54285714,7.628571429,33.9,24.4,21.3,142
sj,1991,43,0.1944,0.1186,0.1808143,0.1998714,50.24,299.8914286,299.9928571,295.4557143,302,298,12.6,76.77714286,50.24,16.85,2.814285714,27.82857143,7.085714286,32.8,23.3,3.5,129
sj,1991,44,0.094,0.09665,0.1255667,0.1213167,72.61,299.9057143,299.9928571,295.9185714,302.4,298.1,26.83,78.98714286,72.61,17.37571429,3.042857143,28.11428571,7.257142857,32.8,24.4,4.8,140
sj,1991,45,0.0544,0.05475,0.1121333,0.1193857,42.92,299.09,299.2785714,295.5671429,302.6,297.3,74.83,81.05857143,42.92,16.96714286,2.9,27.18571429,6.757142857,32.2,22.8,41.4,140
sj,1991,46,0.0954,0.1114,0.1949429,0.1980571,78.73,298.6857143,298.7857143,295.6157143,301,297.4,72.7,83.51428571,78.73,17.06142857,1.971428571,26.65714286,6.742857143,31.1,22.2,28.2,127
sj,1991,47,0.00825,0.028425,0.1387429,0.1796429,0,298.6985714,298.7071429,294.03,300.8,297.1,15.1,75.54857143,0,15.46,2.271428571,26.31428571,6.814285714,30,22.2,9.4,129
sj,1991,48,0.08786667,0.1519,0.1796286,0.1661857,35.34,298.3757143,298.5,294.9385714,301.1,296.9,78.43,81.48571429,35.34,16.32285714,2.028571429,26.27142857,6.585714286,30,22.2,76.2,169
sj,1991,49,0.0802,0.14025,0.1336286,0.1344571,0,298.6428571,298.8428571,294.9742857,300.5,297.7,35.1,80.27571429,0,16.34,1.8,26.72857143,6.057142857,30.6,23.3,19.6,141
sj,1991,50,-0.02665,0.2128,0.2224143,0.2289429,0,298.5185714,298.5928571,294.5142857,300.2,297.3,26.8,78.62142857,0,15.88428571,2.014285714,25.61428571,5.857142857,29.4,21.7,34.2,108
sj,1991,51,,0.04613333,0.1144,0.04045714,0,298.0842857,298.1357143,292.8657143,299.6,296.6,8.76,72.86142857,0,14.33571429,2.071428571,25,6.157142857,28.9,20.6,6.1,78
sj,1991,52,0.12355,0.1237,0.1379333,0.1297556,0,296.5214286,296.5071429,292.0457143,299.2,294.3,19.3,76.12714286,0,13.63571429,2.214285714,24.35714286,6.185714286,28.3,19.4,13.7,70
sj,1992,1,0.1251,0.1578667,0.1852833,0.1813667,,,,,,,,,,,,,,,,,81
sj,1992,2,0.1008333,0.073575,0.1387143,0.1127857,200.85,297.9128571,298.1214286,294.4571429,300.4,296.1,18.3,81.3,200.85,15.87857143,2.3,25.65714286,7.5,30.6,20.6,58.2,104
sj,1992,3,0.2224,0.2299,0.1984571,0.1994143,3.12,297.3385714,297.4857143,294.4671429,300.2,295.6,19.8,84.11714286,3.12,15.83285714,1.857142857,25.47142857,6.171428571,31.1,21.7,32.3,90
sj,1992,4,0.1225333,0.13105,0.1888429,0.1688714,0,297.0914286,297.3357143,293.0214286,299.5,295.6,5.11,78.29142857,0,14.48285714,2.357142857,24.85714286,7.442857143,30.6,20,1.3,85
sj,1992,5,,0.0483,0.1736714,0.1919286,0,297.42,297.55,292.7185714,299.3,295.5,6.5,75.22,0,14.18571429,2.442857143,24.8,6.585714286,28.9,20,9.2,55
sj,1992,6,0.1016,0.0846,0.1117167,0.1879571,0,296.92,297.1285714,292.6171429,300.7,294.5,16.2,77.05857143,0,14.12285714,3.4,24.71428571,7.357142857,30.6,20,3,53
sj,1992,7,,0.1305,0.1957429,0.1788571,,297.7985714,298.0571429,294.65,300.2,295.3,20.1,82.87571429,,16.06,2.2,26.02857143,6.571428571,32.2,20,1.3,65
sj,1992,8,,0.1844667,0.1946143,0.2030571,,297.8985714,298.1071429,293.6285714,300.1,296.3,4.4,77.29571429,,15.01285714,2.585714286,25.75714286,7.385714286,33.9,21.7,8.9,33
sj,1992,9,0.10705,0.0815,0.1652429,0.1630571,,297.4728571,297.6785714,292.9671429,299.3,296.3,14.4,76.03714286,,14.38142857,2.414285714,25.28571429,6.171428571,29.4,21.7,16,38
sj,1992,10,,0.18218,0.1910857,0.1928571,0,297.6514286,297.8,293.3171429,299.8,295.7,5.5,76.87857143,0,14.70142857,2.314285714,25.65714286,7.814285714,31.1,20.6,2.9,59
sj,1992,11,0.08685,0.09015,0.128,0.1551,23.22,297.6342857,297.7857143,293.54,299.6,296.1,12.6,78.05714286,23.22,14.94428571,2.514285714,25.78571429,7.757142857,31.7,21.7,5.9,40
sj,1992,12,0.05305,0.08405,0.1417714,0.1345143,0,297.9471429,298.15,293.7085714,300.4,295.5,3.56,77.50571429,0,15.13571429,2.7,26.1,7.857142857,31.1,21.7,4.8,37
sj,1992,13,,,0.1348429,0.1068,0,297.2185714,297.4285714,293.5785714,300.3,295.8,21,80.23857143,0,14.96857143,2.8,26.2,5.714285714,32.2,22.2,2.3,29
sj,1992,14,0.09995,0.07765,0.1930667,0.1769,122.27,297.9828571,298.0714286,293.8842857,300.2,296,16.2,78.06714286,122.27,15.26428571,2.742857143,26.22857143,7.528571429,31.1,21.7,24.1,30
sj,1992,15,0.1039,0.1315,0.1224714,0.1243857,43.21,298.6828571,298.8785714,294.1957143,301.6,295.9,11.1,76.37571429,43.21,15.61285714,3.614285714,26.98571429,7.842857143,32.8,21.7,0,30
sj,1992,16,0.07515,0.09743333,0.1590286,0.1729857,83.11,297.8314286,298,294.9428571,300.4,296.6,70.6,84.18428571,83.11,16.32428571,2.142857143,26.81428571,5.885714286,31.7,22.8,24.5,28
sj,1992,17,0.0922,0.1137,0.1514143,0.1548286,36.16,298.0885714,298.2571429,294.0485714,300.6,296.5,25.8,78.42571429,36.16,15.45285714,2.828571429,26.67142857,7.242857143,31.7,22.2,4.6,23
sj,1992,18,0.0125,0.0635,0.07031429,0.08944286,0,298.1971429,298.5214286,293.4,302.1,295.6,4,74.93285714,0,14.9,3.614285714,27.37142857,6.5,33.9,23.3,1.6,24
sj,1992,19,0.10875,0.2169,0.1823286,0.2073571,13.92,298.3357143,298.4428571,294.2214286,302.1,296,45,78.48,13.92,15.75,3,26.78571429,6.914285714,33.9,22.2,32,29
sj,1992,20,0.101875,-0.0088,0.1420667,0.1259,2.94,298.3342857,298.5142857,294.2757143,300.4,296.4,27.5,78.38142857,2.94,15.68714286,2.228571429,27.44285714,5.957142857,31.1,22.8,8.1,26
sj,1992,21,0.1024,0.0686,0.06238333,0.0574,71.85,298.4085714,298.5571429,295.7671429,301,296.8,570.5,85.64714286,71.85,17.23285714,2.714285714,27.85714286,6.771428571,32.8,23.3,22.1,23
sj,1992,22,0.1215,,0.2191571,0.2130143,186.25,298.6157143,298.75,296.3342857,301.4,297,130.3,87.30142857,186.25,17.83285714,2.357142857,27.42857143,5.957142857,31.7,23.9,80.2,20
sj,1992,23,0.12165,0.13995,0.1100857,0.1022286,42.24,299.1042857,299.2285714,296.5228571,301,297.8,50,85.82714286,42.24,17.99571429,2.114285714,27.5,6.914285714,31.7,22.8,103.9,19
sj,1992,24,0.08395,0.0856,0.1023714,0.1117714,43.21,298.9014286,298.9642857,296.1542857,300.5,297.6,43.8,84.87,43.21,17.57,1.985714286,28.2,6.871428571,32.8,24.4,102.4,20
sj,1992,25,0.10445,0.15315,0.1811571,0.1920857,52.07,298.9314286,298.9571429,296.0428571,301,297,37.1,84.24857143,52.07,17.44142857,2,28.28571429,6.742857143,32.8,24.4,29.8,26
sj,1992,26,0.1302,0.1302,0.13938,0.11475,52.96,299.5685714,299.55,296.3842857,301.8,298,33.7,82.77714286,52.96,17.80714286,1.728571429,28.48571429,7.028571429,32.8,23.9,5.4,29
sj,1992,27,0.1194,0.1439,0.1693286,0.1684714,10.74,300.1771429,300.3785714,296.2757143,301.8,298.3,10,79.33428571,10.74,17.66714286,2.271428571,29.22857143,6.642857143,33.3,25.6,3.1,31
sj,1992,28,,0.192,0.1468571,0.1530714,1.86,300.2857143,300.5642857,296.1985714,302.2,298.7,5.4,78.49714286,1.86,17.56857143,2.785714286,28.72857143,6.614285714,32.8,24.4,1.8,28
sj,1992,29,0.112,0.1255,0.14214,0.1825333,94.14,299.79,299.8285714,296.0528571,301.8,298,46.1,80.15,94.14,17.43,2,27.62857143,6.042857143,31.7,23.9,45.2,26
sj,1992,30,-0.1396,0.05918,0.1371286,0.1288714,33.51,299.2271429,299.3714286,295.8757143,301.1,298,69.04,81.98428571,33.51,17.24857143,2.028571429,27.55714286,6.857142857,31.7,23.3,41,32
sj,1992,31,0.0539,0.1261333,0.1337714,0.1499143,31.12,299.0257143,299.1071429,295.7457143,300.8,297.7,58.8,82.34571429,31.12,17.11428571,1.814285714,27.97142857,6.928571429,32.2,22.8,14.2,35
sj,1992,32,0.152675,0.173275,0.1500429,0.1450571,59.22,299.7557143,299.9142857,296.1585714,301.5,297.6,27.1,80.78428571,59.22,17.54714286,2.428571429,28.07142857,6.1,31.7,23.3,16.6,33
sj,1992,33,0.16395,0.12665,0.2150571,0.2192714,65.55,299.2157143,299.2214286,296.0071429,301.3,297.8,81.8,82.75,65.55,17.41571429,1.957142857,27.67142857,7.557142857,31.7,22.8,41.9,30
sj,1992,34,0.1146,0.1368,0.1855857,0.1925714,68.22,299.4914286,299.7357143,296.2142857,301.9,298.3,61.6,82.31714286,68.22,17.60142857,2.242857143,28.21428571,6.928571429,33.9,24.4,42.7,52
sj,1992,35,0.0875,0.0817,0.1799429,0.2217571,27.7,300.0671429,300.1571429,296.0571429,302.2,298.1,28.9,78.86428571,27.7,17.45857143,2.428571429,28.27142857,6.828571429,32.2,23.9,3.1,59
sj,1992,36,,0.2175,0.1240143,0.1256571,61.55,300.1085714,300.1571429,296.1757143,302,298.4,34.36,79.20428571,61.55,17.56428571,2.2,28.72857143,7.485714286,34.4,24.4,6.5,67
sj,1992,37,0.123975,0.1768,0.2357429,0.2148286,21.34,299.7271429,299.7571429,295.9371429,302.2,298.2,87.2,79.93,21.34,17.35285714,2.028571429,28.02857143,6.542857143,32.2,23.9,23.6,65
sj,1992,38,0.0519,0.07226667,0.1775714,0.1588143,41.32,299.9785714,300.0714286,296.1114286,302.2,298.4,32.6,79.52571429,41.32,17.54142857,2.342857143,28.14285714,7.085714286,32.8,23.9,28.9,74
sj,1992,39,0.1435,0.1435,0.1984,0.2122714,95.55,299.2928571,299.3785714,296.2814286,301.4,297.9,116.79,83.7,95.55,17.75142857,2.042857143,27.55714286,7.242857143,32.8,23.3,60.9,70
sj,1992,40,0.1972,0.12715,0.1581333,0.09435,97.7,299.6242857,299.7071429,296.13,302.3,297.6,34.2,81.29714286,97.7,17.60428571,2.3,27.97142857,7.228571429,33.3,23.3,22.6,61
