city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
iq,2000,49,0.1658333,0.1824143,0.2545667,0.18625,24.53,300.2428571,301.0285714,293.3057143,312.2,292,1.7,68.55714286,24.53,14.9,15.45714286,28,12,34,22,0.8,0
iq,2000,50,0.3387857,0.3168286,0.3503429,0.2977,111.06,298.7571429,300.3428571,294.52,311.4,291.9,48.76,80.40857143,111.06,16.09857143,11.97142857,26.61666667,9.65,33.8,21,67.2,1
iq,2000,51,0.2650143,0.1690571,0.2348667,0.3022429,3.9,300.4114286,302,291.0928571,311.2,294.6,5.7,60.64142857,3.9,13.18857143,13,28.2,12.28333333,35,21,0,0
iq,2001,1,0.2547143,0.2285286,0.2505857,0.287,59.11,297.9585714,298.9857143,296.99,305.5,293.2,64.6,94.95571429,59.11,18.67285714,6.942857143,27.33333333,11,33.3,21.8,38.9,0
iq,2001,2,0.3021333,0.2035167,0.2674333,0.274,69.85,298.0442857,299.4142857,294.3457143,309.8,292.5,22.98,82.34714286,69.85,15.85857143,11.08571429,27,11.225,33.2,20.7,59.9,0
iq,2001,3,0.1747571,0.1033167,0.2582429,0.1767286,149.71,298.3685714,300.2357143,295.0614286,308.7,294,24.92,84.17571429,149.71,16.6,11.01428571,27.05,10.9,33,20.5,52,0
iq,2001,4,0.2376,0.1912667,0.1258571,0.2314429,50.02,295.7228571,296.6714286,294.5942857,301.8,292.3,88.03,94.05714286,50.02,16.07142857,5.628571429,25.71666667,9.433333333,31.2,20,166.9,0
iq,2001,5,0.3415,0.2606667,0.3293857,0.3690714,87.18,295.2971429,296.1,294.4114286,302.2,292.2,80.95,95.40714286,87.18,15.86,5.142857143,26.43333333,9.666666667,33,20,147.8,0
iq,2001,6,0.2335857,0.161,0.1966143,0.2267,31.93,295.5114286,296.1285714,293.4085714,303.6,292.5,16.4,89.08,31.93,14.94714286,6.171428571,27.35,10.025,34.2,21.7,3.3,0
iq,2001,7,0.1554143,0.1350167,0.1485286,0.1571,66.84,295.37,296.4928571,294.4385714,304.4,292.3,37.96,94.88428571,66.84,15.93,6.042857143,26.3,8.95,33,21,83.1,0
iq,2001,8,0.1353714,0.0823,0.1297571,0.1840429,16.17,296.07,296.9785714,294.73,304.4,290.6,34.18,92.84285714,16.17,16.25142857,7.585714286,26.93333333,10,33.2,21,38.1,0
iq,2001,9,0.30764,0.2282167,0.2245,0.2912833,47.14,297.0385714,298.3071429,295.7671429,305.1,293.7,26.96,93.31428571,47.14,17.30857143,7.385714286,26.56,9.48,33.2,20.5,21.1,0
iq,2001,10,0.1820429,0.289,0.2068714,0.2063286,118.07,297.6185714,298.6928571,296.46,305.8,294.8,83.89,94.09285714,118.07,18.05571429,6.585714286,27.2,10.15,33.3,20,87.1,0
iq,2001,11,0.2053833,0.1769,0.2063571,0.2041286,74.34,296.79,298.1285714,295.5442857,309.3,292.8,195.2,94.09428571,74.34,17.06571429,8.285714286,27.05,12.1,34.2,20,39.9,0
iq,2001,12,0.1883429,0.1950333,0.1635429,0.2841429,90.35,298.7014286,299.75,295.1571429,309.7,293.2,32.6,82.80142857,90.35,16.75714286,10.61428571,27.43333333,11.43333333,34.1,20,70.8,0
iq,2001,13,0.16238,0.1508167,0.09465714,0.1322571,94.06,296.8528571,297.6,296.0785714,303.2,292.8,304.52,95.92428571,94.06,17.66857143,6.2,27.05,10.95,34.2,20,80,0
iq,2001,14,0.2678143,0.3126429,0.2615,0.2584,86.46,296.3057143,297.8285714,295.6957143,305.5,292.9,91.43,96.73714286,86.46,17.21,6.657142857,27.16,10.98,35,20.5,46.2,0
iq,2001,15,0.3827571,0.3709714,0.3438857,0.3762714,80.82,297.1757143,298.3,296.13,305.5,292.1,110.1,94.60285714,80.82,17.69571429,6.771428571,26.46,11.66,34,19.5,120.1,0
iq,2001,16,0.3125429,0.2822143,0.2621286,0.4074857,77.73,297.0628571,298.15,295.9857143,305.1,292.8,120.32,94.61571429,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,1
iq,2001,17,0.2456143,0.2148429,0.2733714,0.2288,78.01,297.9614286,299.2071429,295.4285714,307.8,293.2,78.3,88.14857143,78.01,16.96857143,10.24285714,27.63333333,10.93333333,34.3,21,14.9,0
iq,2001,18,0.2540143,0.179,0.3128286,0.2625571,94.77,297.2857143,298.65,295.74,305.6,293.1,103.87,92.19285714,94.77,17.30571429,7.414285714,27.625,11.325,35.2,20.5,51,0
iq,2001,19,0.2664571,0.1886,0.1962,0.2273286,45.56,297.1357143,298.2,296.3328571,305.1,292.1,85.9,95.82,45.56,17.89142857,7.085714286,26.6,8.8,32.7,21.4,66,0
iq,2001,20,0.3153429,0.31965,0.2627,0.3034857,74.08,297.2971429,298.3071429,296.99,305.6,294.7,80.3,98.34142857,74.08,18.64,5.642857143,,,32.5,,0,0
iq,2001,21,0.2985857,0.3796667,0.1842429,0.2685286,70.81,296.9228571,297.9571429,295.8271429,305.6,293,53.1,94.71,70.81,17.36857143,8.542857143,27.43333333,11.93333333,34.2,20.5,64.1,1
iq,2001,22,0.2999429,0.3029429,0.3187143,0.3874429,90.07,296.8457143,298,295.18,304.8,291.8,20.3,91.46571429,90.07,16.69428571,8.8,27.25,12.65,34.8,20.5,32,1
iq,2001,23,0.3635667,0.1819143,0.2539714,0.2467286,126.46,296.6914286,297.8928571,294.46,307.6,291.5,30.63,89.48714286,126.46,15.96857143,9.728571429,26.86666667,10.73333333,34,19.8,17,0
iq,2001,24,0.3170833,0.2989667,0.2198714,0.2173429,47.13,295.4828571,296.4357143,294.3414286,302.6,291.9,95.06,94.01714286,47.13,15.78285714,7.271428571,26.88,10.68,33.4,20,37.1,0
iq,2001,25,0.1041,0.1082429,0.05965714,0.1137571,53.93,296,297.3214286,293.6471429,305.2,291,13.45,88.17142857,53.93,15.13428571,9.414285714,26.4,10.05,33.2,20.5,9.9,1
iq,2001,26,0.1923,0.2752857,0.3164571,0.3254143,1.22,294.8457143,296,290.5728571,306.1,288.4,1.82,79.32285714,1.22,12.46428571,12.34285714,,,32.3,17.1,31,0
iq,2001,27,0.2290833,0.1932667,0.2704571,0.2421857,52.1,295.7957143,297.05,292.7528571,305,291.3,23.6,84.85714286,52.1,14.29714286,8.557142857,26.5,11.36666667,33.2,20,70.1,0
iq,2001,28,0.3597167,0.3110571,0.2649857,0.4388429,39.09,295.8085714,297.0214286,293.4385714,307.2,290.3,16.7,88.32285714,39.09,14.92857143,9.7,27.35,10.95,33.5,19.5,22.3,0
iq,2001,29,0.3195,0.2050857,0.1947429,0.3616333,52.05,297.5557143,298.9285714,294.1157143,307.9,291.1,18,84.24571429,52.05,15.60571429,11.42857143,26.76666667,10.06666667,32.8,21,36.8,0
iq,2001,30,0.2911571,0.2526333,0.2182,0.3259857,54.52,296.8157143,298.2214286,294.9914286,306,292,38.29,90.81428571,54.52,16.50571429,10.27142857,27.36666667,11.4,34,21.2,25.2,0
iq,2001,31,0.2371167,0.1956167,0.1883143,0.1339,27.97,297.2914286,299.1785714,293.4528571,308.1,289.8,9.71,82.22571429,27.97,14.98571429,12.87142857,26.52,10.88,34,18.4,10.9,0
iq,2001,32,0.2007571,0.2377286,0.2236429,0.2043571,0,298.5371429,300.1357143,291.3871429,308.7,291,0.2,66.66428571,0,13.15857143,14.64285714,27.1,12.175,33.5,17.8,,0
iq,2001,33,0.2821714,0.2735571,0.2658571,0.3664571,5.14,298.3957143,299.7857143,292.0242857,309.7,292,0,69.47571429,5.14,13.71571429,13.31428571,27.125,12.25,33.4,20,18,0
iq,2001,34,0.2407571,0.1931143,0.2063429,0.2469143,9.97,298.44,299.8142857,294.0171429,308.8,291.7,30.1,78.38857143,9.97,15.51142857,12.2,27.6,11.68,34.2,20,47.9,0
iq,2001,35,0.2280714,0.1999857,0.2331429,0.2646429,47.58,298.7514286,300.5142857,293.7257143,311.2,293,16.9,76.95571429,47.58,15.25142857,12.8,27.2,12.46666667,35.2,20,31,0
iq,2001,36,0.30695,0.2410286,0.1908714,0.3389429,44.45,298.6914286,300.5214286,294.9057143,311.2,291.7,39.8,81.98714286,44.45,16.43714286,13.44285714,27.375,12.15,34.3,20.8,35.1,0
iq,2001,37,0.3084571,0.2503143,0.2983,0.4290714,36.2,298.6657143,300.1214286,294.1228571,311.5,290.9,19.6,78.95714286,36.2,15.65857143,13.78571429,27.375,11.525,35.2,20.1,41.9,0
iq,2001,38,0.3533143,0.3439714,0.3586714,0.3530429,66.4,297.9628571,299.4214286,294.5971429,309,292.9,65.54,84.03285714,66.4,16.10428571,10.92857143,27.525,12.75,35,20.2,69,0
iq,2001,39,0.3346714,0.3886143,0.2854,0.3197714,26.48,298.7071429,300.9071429,294.2957143,310.4,291.7,21.9,79.36571429,26.48,15.89428571,14.04285714,27.25,11.925,33.4,20.3,13.2,0
iq,2001,40,0.3343857,0.2712857,0.2416857,0.4444,63.42,299.5471429,300.7071429,294.7685714,311,291.8,32.6,78.33,63.42,16.34,14.12857143,28.3,13.34,35.5,20.4,14.2,0
iq,2001,41,0.4202857,0.3819571,0.4438,0.5460167,58.75,299.1585714,300.2857143,293.8128571,312.3,290.8,12.3,74.41857143,58.75,15.32714286,11.34285714,28.525,12.475,36.8,21.8,30.9,0
iq,2001,42,0.3102,0.2971286,0.3454857,0.3820571,77.89,300.3085714,302.2,294.2142857,312.9,292.4,49.2,72.16285714,77.89,15.87285714,12.88571429,27.63333333,12.53333333,36.7,20,159,0
iq,2001,43,0.1244833,0.2392667,0.1845,0.2055714,77.15,298.5842857,300.0714286,296.6071429,310.6,293.9,114.36,90.26571429,77.15,18.26714286,9.857142857,28.06666667,11.96666667,35,21,89.1,0
iq,2001,44,0.2108857,0.2075667,0.2066143,0.232,83.53,298.3414286,299.5071429,295.3057143,308.8,292,46.46,85.57285714,83.53,16.95857143,11.27142857,27.64,10.38,35.8,21.5,76,0
iq,2001,45,0.3581429,0.2793429,0.3059714,0.3714,34.54,298.5142857,299.75,296.1957143,309.7,292.5,164.74,89.00428571,34.54,17.82142857,10.1,27.525,11.025,34.4,21.3,35.1,0
iq,2001,46,0.2773286,0.2303,0.2773,0.2969714,61.82,298.8471429,300.5785714,296.1985714,310.5,294,181.2,87.48142857,61.82,17.8,9.7,28.44,10.18,34.5,21,43.9,0
iq,2001,47,0.3297,0.3304167,0.3406429,0.4415714,65.89,299.12,300.4857143,296.7528571,309.5,294.2,56.3,88.83714286,65.89,18.45142857,9.228571429,27.575,11.575,33.7,20.8,31,1
iq,2001,48,0.3015,0.3613,0.3055714,0.3699167,47.46,298.5557143,299.6357143,295.8114286,310,294.4,31.5,87.37714286,47.46,17.42714286,8.014285714,28.23333333,11.66666667,35.3,21.8,12.2,1
iq,2001,49,0.3250571,0.2264714,0.2992571,0.3504714,46.86,298.7542857,300.2214286,295.9814286,308.5,294.6,158.5,87.24,46.86,17.59571429,8.871428571,28.425,11.65,35.5,21.2,23.1,1
iq,2001,50,0.3260333,0.2355333,0.3155714,0.3066429,138.22,298.2457143,299.5928571,297.5,305.8,293.9,72.94,96.11857143,138.22,19.30571429,7.785714286,27.84,10.96,35,21,75,2
iq,2001,51,0.2229429,0.2240714,0.2128143,0.1841286,43.95,298.5642857,299.6785714,297.2114286,309.3,295.1,85.9,93.94714286,43.95,18.96571429,7.385714286,27.075,9.5,32.9,21,57.9,4
iq,2001,52,0.2981889,0.3380778,0.2887889,0.3417,100.72,298.2385714,299.35,297.5114286,306.7,294.7,109.64,96.35571429,100.72,19.30285714,6.5,27.35,8.65,33.3,22,25.1,1
iq,2002,1,0.4057286,0.3484,0.3686429,0.3800143,70.16,297.1328571,297.8714286,296.06,304.5,292.5,109.8,94.58857143,70.16,17.61857143,5.942857143,27.95,9.45,33.2,23,45.3,4
iq,2002,2,0.3275833,0.3759167,0.4102667,0.3833333,64.79,300.0128571,301.2714286,294.9128571,309.8,294.8,5.5,76.60285714,64.79,16.48285714,11.4,28.96666667,11.93333333,35.4,21,7.1,11
iq,2002,3,0.2410857,0.14565,0.2780286,0.1976429,22.77,299.8771429,300.9071429,294.6057143,309.4,291.8,4.7,75.20428571,22.77,16.15714286,12.12857143,28.8,12.76666667,36,22,5,16
iq,2002,4,0.1041286,0.1483286,0.1121857,0.1419143,121.07,298.9157143,299.8785714,295.11,308.7,293.2,19.91,81.52714286,121.07,16.67714286,10.21428571,27.94,11.8,35.8,21,18,23
iq,2002,5,,,,,59.4,296.8585714,297.9,296.1371429,304.2,294.1,43.12,96.26714286,59.4,17.69,5.228571429,26.3,9.7,32.5,20.8,120.2,12
iq,2002,6,0.1849167,0.1733286,0.1687429,0.1844286,4.68,295.9128571,296.6928571,295.2314286,304.2,292,69.96,96.64142857,4.68,16.72285714,5.185714286,26.625,9.725,34,20.8,70.4,14
iq,2002,7,0.2919714,0.2241429,0.3051,0.3732714,104.37,297.8471429,299.2928571,296.5442857,304.7,294.5,33.3,93.43857143,104.37,18.14714286,7.7,27.85,10.725,33.6,20.8,62.8,18
iq,2002,8,0.1288,0.1224333,0.09594286,0.1251714,37.46,297.6957143,299.0214286,296.1228571,305.5,293.9,49.43,92.05,37.46,17.68714286,7.728571429,27.02,9.78,33.5,21,14,8
iq,2002,9,0.1162,0.1787429,0.08991429,0.2104143,80.14,297.0628571,298.1928571,296.5142857,305,294.5,201.2,97.15714286,80.14,18.12571429,5.814285714,26.7,9.6,32.2,20.5,47.6,7
iq,2002,10,0.3183667,0.2556,0.266,0.2973833,92.84,298.54,299.9571429,296.6985714,308.8,294.5,160.1,91.22142857,92.84,18.36142857,8.971428571,27.85,13.2,35.7,21,48.3,10
iq,2002,11,0.2483857,0.1795,0.2698143,0.2992333,41.96,298.3585714,300.15,296.2385714,309.2,293.8,46.9,89.77857143,41.96,17.79571429,9.414285714,26.95,10.45,34.5,21.6,9.1,7
iq,2002,12,0.2265857,0.2483333,0.2302,0.2435143,61.18,297.9514286,299.2428571,296.81,305.8,294.1,92.4,94.16571429,61.18,18.44285714,7.371428571,26.95,11.775,33.3,20.6,76.8,10
iq,2002,13,0.2127857,0.27455,0.1987,0.2284571,110.42,296.4071429,297.2142857,296.1085714,303.6,293.9,127.9,98.45714286,110.42,17.68,4.4,26.1,10.3,32.3,20.7,49,5
iq,2002,14,0.19708,0.2962286,0.1805,0.2763286,94.01,297.1742857,298.0642857,296.7414286,303.9,294.5,122.3,97.77571429,94.01,18.39571429,6.185714286,27.3,10.4,32.5,20.2,20.1,11
iq,2002,15,0.2698286,0.1968143,0.2025857,0.2662857,75.98,296.8628571,297.7,296.3514286,303.3,294.1,187.8,97.24428571,75.98,17.93,5.142857143,26.3,9.4,31.4,20.8,13,8
iq,2002,16,0.26935,0.2121571,0.1889286,0.1949429,109.49,297.7642857,298.9214286,296.31,305,294.4,49.8,92.61571429,109.49,17.93571429,6.728571429,27.2,13,34.6,20.3,,18
iq,2002,17,0.2678429,0.2614143,0.2485,0.2669286,45.59,297.5842857,298.8142857,296.6314286,305.2,293.9,96.1,95.25142857,45.59,18.22285714,7.314285714,27.26666667,10.7,33.3,21.7,53.9,13
iq,2002,18,0.1703571,0.1418286,0.1977286,0.2570714,60.05,297.4085714,298.55,296.2228571,303.8,292.8,52.6,93.84571429,60.05,17.80714286,7.5,,,33.5,21.2,1,9
iq,2002,19,0.2272571,0.1782429,0.1773857,0.2101143,101.3,297.3557143,298.4357143,296.4442857,304.4,293,66.85,95.22,101.3,18.02428571,8.042857143,27.5,11.525,34,21.3,25.4,22
iq,2002,20,0.1338,0.1096333,0.2196143,0.1417,46.79,296.7842857,297.5857143,296.2214286,303.7,293.9,93.4,97.24285714,46.79,17.74428571,5.085714286,26.86666667,9.7,32.3,20.8,543.3,10
iq,2002,21,0.1921143,0.1776429,0.2308571,0.2222,51.25,297.05,298.6214286,296.0242857,306.2,292.7,32.3,94.80428571,51.25,17.58428571,8.5,27.7,12.15,33.8,20.8,9.1,5
iq,2002,22,0.1764571,0.1749143,0.1881571,0.2386286,41.54,297.5571429,298.7142857,296.2714286,305.9,292.4,58.02,93.78857143,41.54,17.82285714,7.657142857,26.325,9.775,32.3,20.8,146.7,13
iq,2002,23,0.3204714,0.2780857,0.2377286,0.3431857,72.76,296.2671429,297.0857143,295.2357143,305.3,291.5,19.12,94.34571429,72.76,16.77428571,8.742857143,27.3,11.63333333,34.3,20.7,28,2
iq,2002,24,0.3862667,0.2591333,0.3284143,0.3916286,69.62,297.2571429,298.9714286,296.1071429,305.8,293.4,39.48,94.14428571,69.62,17.63857143,8.971428571,27.8,11.5,34,20.7,1,11
iq,2002,25,0.2212714,0.1735143,0.2119714,0.2252143,39.16,296.8071429,297.5142857,293.8714286,306.4,288.4,22.95,85.73714286,39.16,15.41428571,10.71428571,26.23333333,8.733333333,33,18.8,31,11
iq,2002,26,0.1791714,0.2791,0.1326143,0.2132857,3.18,295.8085714,296.9071429,292.1471429,305.3,290,14.1,82.16714286,3.18,13.87,10.72857143,26.15,10.8,32.6,18.6,7.1,3
iq,2002,27,0.1015429,0.1266,0.1193571,0.07624286,3.27,294.6357143,294.8928571,291.7942857,305.1,287.4,6.2,85.56571429,3.27,13.45428571,8.7,26.275,9.5,32.6,20.7,5.1,7
iq,2002,28,0.21602,0.2350667,0.1511857,0.2129714,5.71,295.8828571,297.0357143,292.95,307.1,291.2,8.7,85.67285714,5.71,14.46428571,8.785714286,26.13333333,10.63333333,32.3,20.3,26.3,7
iq,2002,29,0.1080429,0.07298571,0.1112286,0.1179714,63,296.4428571,297.7428571,293.3271429,306.3,290.6,8.3,84.66857143,63,14.81857143,11.17142857,25.4,9,30.1,20.1,0,4
iq,2002,30,0.2225,0.2631,0.2489857,0.3464714,65.55,296.8757143,298.3,293.4228571,307.4,288.3,12.41,83.49714286,65.55,14.93,11.97142857,27.8,11.6,33.6,19.5,68.1,5
iq,2002,31,0.3870143,0.2601714,0.3492714,0.2830571,89.93,297.1614286,298.7285714,294.6242857,308.5,292.8,23.33,87.03428571,89.93,16.07571429,10.6,26.7,11.14,33.8,19.3,35.6,6
iq,2002,32,0.3041167,0.2788429,0.3074571,0.3378429,14.34,296.7957143,298.6428571,292.6742857,308,289.1,5.44,80.47,14.34,14.24571429,13.45714286,27.25,12.8,34,20.2,0,7
iq,2002,33,0.3771571,0.3059,0.2884,0.3608429,9.81,298.3042857,299.3357143,291.6785714,308.9,290.8,1.7,69.06,9.81,13.44142857,14.38571429,27.83333333,12.23333333,35.1,20.6,7.1,7
iq,2002,34,0.345425,0.31354,0.29505,0.3092667,31.71,296.1842857,296.7357143,292.4514286,308.6,288.8,5.61,82.14142857,31.71,14.04571429,12.75714286,,,33.1,20.8,70.6,4
iq,2002,35,0.3045429,0.2694429,0.2508571,0.3224714,38.8,298.4128571,299.9857143,293.8742857,310.3,291.6,10.7,77.76571429,38.8,15.41285714,12.8,27.4,11.15,35.1,20.9,24.1,9
iq,2002,36,0.2290143,0.1319714,0.2494571,0.1908857,81.85,299.3957143,300.6785714,294.5314286,310.5,293.9,13.1,77.08285714,81.85,16.03428571,11.92857143,27.4,10.475,33.3,21.7,17,17
iq,2002,37,0.3075429,0.2941714,0.3234,0.1907714,25.36,299.0157143,300.2071429,293.2114286,310,290,3.2,73.14142857,25.36,14.74571429,14.04285714,28.23333333,13.23333333,35.9,19.9,89.9,8
iq,2002,38,0.3274143,0.3472571,0.3386714,0.3838714,11.49,300.32,301.0428571,292.2714286,311.2,291.8,0.8,64.68857143,11.49,13.97428571,16.02857143,28.9,12.7,36.6,21.5,0.8,22
iq,2002,39,0.2379833,0.3084286,0.2681143,0.3200429,38.56,299.2385714,301.1142857,294.4142857,312.6,291.5,41.1,79.56285714,38.56,16.18,13.17142857,27.9,12.2,36,20.4,86.9,18
iq,2002,40,0.2721143,0.1793667,0.3142429,0.2741714,70.98,299.6542857,301.2357143,293.8142857,313.2,291.8,24.1,74.25,70.98,15.63428571,13.75714286,29.2,14.13333333,37.7,21.7,74.2,21
iq,2002,41,0.37815,0.3857833,0.2314286,0.2459333,70.22,298.7171429,300.55,295.6614286,310.6,293.4,34.4,85.13714286,70.22,17.21142857,12.52857143,28.075,11.45,34.6,21.8,79.8,16
iq,2002,42,0.1992714,0.1592429,0.2581286,0.2277143,21.96,298.2971429,299.7142857,295.5857143,308.8,292.1,40.7,86.99857143,21.96,17.18571429,10.65714286,28,11.63333333,34.2,22,4.5,31
iq,2002,43,0.2278714,0.2144571,0.2997714,0.2229429,48.94,297.3314286,298.15,294.9614286,304.5,292.5,35.4,87.71714286,48.94,16.49,8.5,27.95,10.3,36,21.8,167.8,25
iq,2002,44,0.3290857,0.2862143,0.2940571,0.3159286,89.77,298.5185714,300.2428571,296.9,307.3,294.9,39.7,91.94428571,89.77,18.60285714,9.028571429,,,34.1,22.5,34.1,28
iq,2002,45,0.3071429,0.27695,0.2879286,0.3642857,95.47,297.5371429,298.6571429,296.6371429,306.5,293.9,124.2,95.28571429,95.47,18.26714286,6.514285714,28.3,11,33.8,22.6,63.9,26
iq,2002,46,0.2368333,0.2021571,0.2095143,0.1620286,91.36,297.1657143,298.0214286,296.3228571,306.6,293.9,91.33,96.04714286,91.36,17.90714286,5.471428571,27.6,10.7,33.6,21.4,212.6,18
iq,2002,47,0.2506143,0.2791333,0.2156333,0.2982667,61.69,297.3757143,298.8285714,296.7814286,305.9,294.4,85.8,96.84,61.69,18.41571429,7.4,27.35,8.9,33.5,21.7,77,27
iq,2002,48,0.3109286,0.2852286,0.2907286,0.2563286,60.15,298.35,299.8928571,297.0728571,309.5,292,56.92,93.39571429,60.15,18.78428571,10.38571429,28.1,10.55,34,22,17.2,11
iq,2002,49,0.3008,0.2528,0.3449571,0.3483286,49.69,298.3242857,299.6571429,296.4857143,306.8,294.3,49.2,90.66285714,49.69,18.10571429,8,28.5,9.75,33.7,22.9,46,38
iq,2002,50,0.2680286,0.1424286,0.2886714,0.1850714,35.02,297.8842857,298.95,296.39,307.4,294.2,30.89,92.61428571,35.02,18.00428571,7.928571429,27.65,9.45,34,22.9,57.2,29
